id,firstName,lastName,birthDate,party,represents,profileText
C001126,Mike,Carey,1971-03-13,Republican,OH,"a Representative from Ohio; born in Sabina, Clinton County, Ohio; March 13, 1971; graduated from East Clinton High School, Sabina, Ohio, 1989; A.S., Marion Military Institute, Marion, Alabama, 1991; B.A., Ohio State University, Columbus, Ohio, 1993; United States Army Reserve, 1989-1999; staff, Ohio state senator Merle Grace Kearns, 1991-1993; staff, United States Representative Robert William Ney of Ohio, 1995-1998; professional advocate; business executive; elected as a Republican to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Steve Stivers (November 2, 2021-present)."
H001061,John,Hoeven,1957,Republican,ND,"A Senator from North Dakota; born in Bismarck, N.D., March 13, 1957; graduated Dartmouth College, B.A., 1979; graduated Northwestern University, M.B.A., 1981; bank president and CEO; governor of North Dakota 2000-2010; elected as a Republican to the United States Senate in 2010; reelected in 2016 for the term ending January 3, 2023; chair, Committee on Indian Affairs (One Hundred Fifteenth and One Hundred Sixteenth Congresses)."
F000472,C.,Franklin,1964-08-23,Republican,FL,"a Representative from Florida; born in Thomaston, Upson County, Ga., August 23, 1964; graduated from Lakeland High School, Lakeland, Fla., 1982; B.S., United States Naval Academy, Annapolis, Md., 1986; M.B.A., Embry-Riddle Aeronautical University, Daytona Beach, Fla., 1994; attended the Air Command and Staff College, Montgomery, Ala.; United States Navy, 1986&ndash;2000; United States Navy Reserve, 2000&ndash;2012; insurance agency owner; commissioner, Lakeland, Fla., 2018&ndash;2021; Mayor pro tem, Lakeland, Fla., 2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
L000571,Cynthia,Lummis,1954,Republican,WY,"A Senator and a Representative from Wyoming; born in Cheyenne, Laramie County, Wyo., September 10, 1954; B.S., University of Wyoming, Laramie, Wyo., 1976; B.A., University of Wyoming, 1978; J.D., University of Wyoming College of Law, Laramie, Wyo., 1985; rancher; lawyer, private practice; staff, Wyoming Governor Jim Geringer, 1994-1996; member of Wyoming state house of representatives, 1979-1983, 1985-1993; member of Wyoming state senate, 1993-1995; Wyoming state treasurer, 1999-2007; Wyoming state lands and investment acting director, 1997-1998; elected as a Republican to the One Hundred Eleventh and to the three succeeding Congresses (January 3, 2009-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016; elected as a Republican to the United States Senate in 2020 for the term ending January 3, 2027."
P000613,James,Panetta,1969-10-01,Democrat,CA,"(son of Leon Panetta), a Representative from California; born in Washington, D.C., October 1, 1969; A.A., Monterey Peninsula College, Monterey, Calif., 1989; B.A. University of California, Davis, Calif., 1991; J.D., Santa Clara University, Santa Clara, Calif., 1996; United States Navy Reserve, 2003-2011, Afghanistan War, 2007-2008; clerk, United States Department of State, 1992; ordinary seaman, National Oceanic and Atmospheric Administration, NOAA Ranier, 1992; Alameda County, Calif., prosecutor, 1996-2010; Alameda County Calif., deputy district attorney, 1996-2010; Monterey County, Calif., prosecutor, 2010-2016; Monterey County, Calif., deputy district attorney, 2010-2016; Monterey County, Calif., central Democratic committee vice chairman, 2012-2016; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
B001135,Richard,Burr,1955,Republican,NC,"A Senator and a Representative from North Carolina; born in Charlottesville, Albemarle County, Va., November 30, 1955; graduated from Reynolds High School, Winston-Salem, N.C., 1974; B.A., Wake Forest University, Winston-Salem, N.C., 1978; unsuccessful candidate for election to the One Hundred Third Congress in 1992; elected as a Republican to the One Hundred Fourth and to the four succeeding Congresses (January 3, 1995-January 3, 2005); was not a candidate for reelection to the House of Representatives, but was elected to the United States Senate in 2004; reelected in 2010, and again in 2016 for the term ending January 3, 2023; chair, Select Committee on Intelligence (One Hundred Fourteenth through One Hundred Sixteenth Congresses)."
L000588,Conor,Lamb,1984-06-27,Democrat,PA,"a Representative from Pennsylvania; born on June 27, 1984; graduated from Central Catholic High School, Pittsburgh, Pa., 2002; graduated from University of Pennsylvania, Philadelphia, Pa., 2006; J.D., University of Pennsylvania, Philadelphia, Pa., 2009; United States Marine Corps; United States Marine Corps Reserve; assistant United States attorney for the Western District of Pennsylvania, 2014-2017; elected as a Democrat to the One Hundred Fifteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Timothy Murphy, and reelected to the two succeeding Congresses (March 13, 2018-present)."
G000565,Paul,Gosar,1958-11-22,Republican,AZ,"a Representative from Arizona; born in Rock Springs, Sweetwater County, Wyo., November 22, 1958; graduated from Pinedale High School, Pinedale, Wyo., 1977; B.S., Creighton University, Omaha, Nebr., 1981; D.D.S., Creighton University, Omaha, Nebr., 1985; dentist; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present); censured by the U.S. House of Representatives on November 17, 2021, for posting a ""manipulated video on his social media accounts depicting himself killing Representative Alexandria Ocasio-Cortez and attacking President Joseph Biden."""
E000294,Thomas,Emmer,1961,Republican,MN,"A Representative from Minnesota; born in South Bend, St. Joseph County, Ind., March 3, 1961; graduated from St. Thomas Academy, Mendota Heights, Minn.; B.A., University of Alaska, Fairbanks, Alaska, 1984; J.D., Mitchell College of Law, St. Paul, Minn., 1988; radio host; lawyer, private practice; member of the Independence, Minn., city council, 1995-2002; member of the Delano, Minn., city council, 2003-2004; member of the Minnesota state house of representatives, 2004-2010, deputy minority leader, 2007-2008; unsuccessful candidate for Governor of Minnesota in 2004; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
W000823,Michael,Waltz,1974,Republican,FL,"a Representative from Florida; born in Boynton Beach, Palm Beach County, Fla., January 31, 1974; graduated from Stanton High School, Jacksonville, Fla., 1992; B.A., Virginia Military Institute, Lexington, Va., 1996; Green Beret, United States Army, 1996-2000, combat veteran, War in Afghanistan; United States Army Reserves, 2000-present; staff, Office of the Secretary of Defense; staff, Office of the Vice President Richard B. Cheney; business owner; television commentator; author; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
P000605,Scott,Perry,1962-05-27,Republican,PA,"a Representative from Pennsylvania; born in San Diego, San Diego County, Calif., May 27, 1962; graduated from Northern High School, Dillsburg, Pa., 1980; B.S., Pennsylvania State University, University Park, Pa., 1991; Pennsylvania Army National Guard, 1980-2019; business owner; member of the Pennsylvania state house of representatives, 2007-2012; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
N000015,Richard,Neal,1949-02-14,Democrat,MA,"A Representative from Massachusetts; born in Springfield, Hampden County, Mass., February 14, 1949; graduated from Springfield Technical High School, Springfield, Mass., 1968; B.A., American International College, Springfield, Mass., 1972; M.A., University of Hartford, West Hartford, Conn., 1976; staff, Mayor William C. Sullivan, Springfield, Mass., 1973-1978; member of the Springfield, Mass., city council, 1978-1984; Mayor of Springfield, Mass., 1984-1988; elected as a Democrat to the One Hundred First and to the sixteen succeeding Congresses (January 3, 1989-present); chair, Committee on Ways and Means (One Hundred Sixteenth and One Hundred Seventeenth Congresses); chair, Joint Committee on Taxation (One Hundred Seventeenth Congress)."
H000324,Alcee,Hastings,1936-09-05,Democrat,FL,"a Representative from Florida; born in Altamonte Springs, Seminole County, Fla., September 5, 1936; graduated Crooms Academy, Sanford, Fla, 1953; B.A., Fisk University, Nashville, Tenn., 1958; attended Howard University School of Law, Washington, D.C., 1958-1960; J.D., Florida Agricultural and Mechanical University, Tallahassee, 1963; lawyer, private practice; unsuccessful candidate for nomination to the United States Senate in 1970; Broward County, Fla., circuit court judge, 1977-1979; United States district judge for the Southern District of Florida, 1979-1989; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses; served until his death on April 6, 2021 (January 3, 1993-April 6, 2021); died on April 6, 2021; remains were cremated."
G000359,Lindsey,Graham,1955,Republican,SC,"A Senator and a Representative from South Carolina; born in Central, Pickens County, S.C., July 9, 1955; graduated from Daniel High School, Central, S.C. 1973; B.A., University of South Carolina, Columbia 1977; J.D., University of South Carolina School of Law 1981; United States Air Force 1982-1988; South Carolina Air National Guard 1989-1995; United States Air Force Reserves 1995-present; lawyer, private practice; assistant county attorney, Oconee County, S.C. 1988-1992; city attorney for Central, S.C. 1990-1994; member of the South Carolina state house of representatives 1992-1994; elected as a Republican to the House of Representatives for the One Hundred Fourth and to the three succeeding Congresses (January 3, 1995-January 3, 2003); one of the managers appointed by the House of Representatives in 1998 to conduct the impeachment proceedings against President William Clinton; was not a candidate for reelection in 2002, but was elected as a Republican to the U.S. Senate in 2002; reelected in 2008, 2014, and again in 2020 for the term ending January 3, 2027; chair, Committee on the Judiciary (One Hundred Sixteenth Congress); was an unsuccessful candidate for the Republican presidential nomination in 2016."
S001172,Adrian,Smith,1970-12-19,Republican,NE,"A Representative from Nebraska; born in Scottsbluff, Scotts Bluff County, Nebr., December 19, 1970; graduated from Gering High School, Gering, Nebr., 1989; B.S., University of Nebraska, Lincoln, Nebr., 1993; business owner; education coordinator; member of the Gering, Nebr., city council, 1994-1998; member of the Nebraska state legislature, 1999-2007; elected as a Republican to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-present)."
V000133,Jefferson,Van Drew,1953-02-23,Republican,NJ,"A Representative from New Jersey; born in New York City, New York County, N.Y., February 23, 1953; attended Eastside High School, Paterson, N.J., and graduated from St. Mary's High School, Perth Amboy, N.J., 1971; B.S. Rutgers University, New Brunswick, N.J.; D.D.S., Fairleigh Dickinson University, Teaneck, N.J., 1979; dentist; Mayor of Dennis Township, N.J., 1994-1995, 1997-2003; member of the board of chosen freeholders, Cape May County, N.J., 1994-1997; member of the New Jersey general assembly, 2001-2007; member of the New Jersey state senate, 2008-2019; elected as a Democrat to the One Hundred Sixteenth Congress, changed party affiliation from a Democrat to a Republican on January 7, 2020, elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2019-present)."
C001075,Bill,Cassidy,1957,Republican,LA,"A Senator and a Representative from Louisiana; born in Highland Park, Lake County, Ill., September 28, 1957; B.S., Louisiana State University, Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New Orleans, La., 1983; physician; member of the Louisiana state senate, 2006-2008; elected as a Republican to the One Hundred Eleventh and to the two succeeding Congresses (January 3, 2009-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021; reelected in 2020 for the term ending January 3, 2027."
H001077,Clay,Higgins,1961-08-24,Republican,LA,"a Representative from Louisiana; born in New Orleans, Orleans Parish, La., August 24, 1961; graduated from Covington High School, Covington, La.; attended Louisiana State University, Baton Rouge, La., 1979-1983, 1989-1990; United States Army; Louisiana Army National Guard; business manager; deputy sheriff, St. Landry Parish, La.; deputy marshal, Lafayette, La.; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
R000588,Cedric,Richmond,1973-09-13,Democrat,LA,"a Representative from Louisiana; born in New Orleans, Orleans Parish, La., September 13, 1973; graduated from Benjamin Franklin High School, New Orleans, La., 1991; B.A., Morehouse College, Atlanta, Ga., 1995; J.D., Tulane University, New Orleans, La., 1998; member of the Louisiana state house of representatives, 1999-2011; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; elected as a Democrat to the One Hundred Twelfth and to the five succeeding Congresses until his resignation on January 15, 2021 (January 3, 2011-January 15, 2021); Senior Advisor and Director, Office of Public Engagement, White House, 2021-2022."
J000292,Bill,Johnson,1954-11-10,Republican,OH,"A Representative from Ohio; born in Roseboro, Sampson County, N.C., November 10, 1954; B.S., Troy University, Troy, Ala., 1979; M.S., Georgia Institute of Technology, Atlanta, Ga., 1984; United States Air Force, 1973-1999; business owner; corporate executive; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
K000393,John,Kennedy,1951,Republican,LA,"A Senator from Louisiana; born in Centreville, Miss., November 21, 1951; B.A., Vanderbilt University, 1973; J.D., University of Virginia School of Law, 1977; B.C.L., Oxford University, Oxford, England, 1979; lawyer; special counsel to Louisiana governor Buddy Roemer; secretary to Governor Roemer’s Cabinet; secretary of the state Department of Revenue in the Cabinet of Louisiana governor Mike Foster 1996-1999; Louisiana state treasurer 1999-2016; elected as a Republican to the United States Senate in 2016 for the term ending January 3, 2023."
W000788,Nikema,Williams,1978-07-30,Democrat,GA,"a Representative from Georgia; born in Columbus, Muscogee County, Ga., July 30, 1978; graduated from Talladega High School, Talladega, Ala., 1996; B.A., Talladega College, Talladega, Ala., 2000; professional advocate; vice-chair, Georgia Democratic Party, 2011&ndash;2013; acting chair, Georgia Democratic Party, 2013; Delegate, Democratic National Convention, 2008, 2012, and 2016; member of the Georgia state senate, 2017&ndash;2021; chair, Georgia Democratic Party, 2019&ndash;2021; elected as a Democrat to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
T000482,Lori,Trahan,1973-10-27,Democrat,MA,"A Representative from Massachusetts; born in Lowell, Middlesex County, Mass., October 27, 1973; graduated from Lowell High School, Lowell, Mass., 1991; B.S., Georgetown University, Washington, D.C., 1995; attended Harvard University, Cambridge, Mass., 2013; businesswoman; staff, United States Representative Marty Meehan of Massachusetts, 1995-2005; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
C001059,Jim,Costa,1952-04-13,Democrat,CA,"a Representative from California; born in Fresno, Fresno County, Calif., April 13, 1952; B.A., California State University, Fresno, Calif., 1974; member of the California state assembly, 1978-1994; member of the California state senate, 1994-2002; professional advocate; elected as a Democrat to the One Hundred Ninth and to the eight succeeding Congresses (January 3, 2005-present)."
C000127,Maria,Cantwell,1958,Democrat,WA,"A Senator and a Representative from Washington; born in Indianapolis, Ind., October 13, 1958; attended public schools in Indianapolis; B.A., Miami University of Ohio 1980; pursued an academic course at the Miami University European Center, Luxembourg; public relations consultant; Washington State representative 1987-1993; elected as a Democrat to the 103rd Congress (January 3, 1993-January 3, 1995); unsuccessful candidate for reelection to the 104th Congress; elected as a Democrat to the U.S. Senate on November 7, 2000, for the term commencing January 3, 2001; reelected in 2006, 2012, and again in 2018 for the term ending January 3, 2025; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Small Business and Entrepreneurship (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]), Committee on Commerce, Science, and Transportation (One Hundred Seventeenth Congress)."
B001267,Michael,Bennet,1964,Democrat,CO,"A Senator from Colorado; born in New Delhi, India, November 28, 1964; B.A., Wesleyan University, Middletown, Conn., 1987; J.D., Yale Law School, 1993, editor-in-chief of the Yale Law Journal; counsel to U.S. deputy attorney general 1995-1997; special assistant U.S. attorney, Conn., 1997; managing director, Anschutz Investment Co. 1997-2003; chief of staff to mayor of Denver, Colo., 2003-2005; superintendent, Denver Public Schools 2005-2009; appointed January 21, 2009, to the United States Senate for the term ending January 3, 2011, to fill the vacancy caused by the resignation of Kenneth L. Salazar; took the oath of office on January 22, 2009; elected as a Democrat to the U.S. Senate in 2010; reelected in 2016 for the term ending January 3, 2023; chair, Democratic Senatorial Campaign Committee (2013-2014); was an unsuccessful candidate for the Democratic presidential nomination in 2020."
K000385,Robin,Kelly,1956-04-30,Democrat,IL,"A Representative from Illinois; born in New York, N.Y., April 30, 1956; graduated from Rhodes Prep High School, New York, N.Y., 1973; B.A., Bradley University, Peoria, Ill., 1977; M.A., Bradley University, Peoria, Ill., 1982; Ph.D., Northern Illinois University, DeKalb, Ill., 2004; counselor; community affairs director, Matteson, Ill., 1992-2006; member of the Illinois state house of representatives, 2003-2007; chief of staff, Illinois state treasurer, 2007-2010; Cook County, Ill., chief administrative officer, 2010-2012; elected as a Democrat to the One Hundred Thirteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Jesse L. Jackson, Jr., and reelected to the four succeeding Congresses (April 9, 2013-present)."
B001288,Cory,Booker,1969,Democrat,NJ,"A Senator from New Jersey; born on April 27, 1969, in Washington, D.C.; graduated Northern Valley Regional High School, Old Tappan, N.J., 1987; B.A., Stanford University, 1991; M.A., Stanford University, 1992; attended The Queen&rsquo;s College, University of Oxford, Oxford, England, as a Rhodes Scholar and received a graduate degree in 1994; J.D., Yale Law School, 1997; worked as an attorney in the non-profit sector; Newark City Council 1998-2002; Mayor of Newark, N.J. 2006-2013; elected as a Democrat to the United States Senate in a special election on October 16, 2013, to fill the vacancy caused by the death of Frank Lautenberg, a seat subsequently held by appointed senator Jeffrey Chiesa, and took the oath of office on October 31, 2013; reelected in 2014, and again in 2020 for the term ending January 3, 2027; was an unsuccessful candidate for the Democratic presidential nomination in 2020."
I000024,James,Inhofe,1934,Republican,OK,"A Senator and a Representative from Oklahoma; born in Des Moines, Iowa, November 17, 1934; attended public schools in Tulsa, Okla.; B.A., University of Tulsa 1973; served in the U.S. Army 1957-1958; president, Quaker Life Insurance Company; member, Oklahoma State house of representatives 1967-1969; State senate 1969-1977; unsuccessful candidate for Governor of Oklahoma 1974, and for the U. S. House of Representatives 1976; mayor of Tulsa 1978-1984; elected as a Republican to the One Hundredth and to the three succeeding Congresses and served from January 3, 1987, to November 15, 1994, when he resigned, having been elected to the United States Senate in the November 8, 1994, special election to the unexpired portion of the term ending January 3, 1997, left vacant by the resignation of David L. Boren; took the oath of office on November 17, 1994; elected for a full term in 1996; reelected in 2002, 2008, 2014, and again 2020 for the term ending January 3, 2027; chair, Committee on Environment and Public Works (One Hundred Eighth, One Hundred Ninth, and One Hundred Fourteenth Congresses), Committee on Armed Services (One Hundred Fifteenth and One Hundred Sixteenth Congresses)."
L000273,Teresa,Leger Fernandez,1959-07-01,Democrat,NM,"a Representative from New Mexico; born in Las Vegas, San Miguel County, N. Mex., July 1, 1959; graduated from West Las Vegas High School, Las Vegas, N. Mex., 1977; A.B., Yale University, New Haven, Conn., 1982; J.D. Stanford University, Stanford, Calif., 1987; lawyer, private practice; White House fellow during the William J. Clinton administration; elected as a Democrat to the One Hundred Seventeenth Congress (January 3, 2021-present)."
B001230,Tammy,Baldwin,1962,Democrat,WI,"A Senator and a Representative from Wisconsin; born in Madison, Dane County, Wis., February 11, 1962; graduated from Madison West High School, Madison, Wis., 1980; A.B., Smith College, Northampton, Mass., 1984; J.D., University of Wisconsin Law School, Madison, Wis., 1989; lawyer, private practice; Dane County, Wis., board of supervisors, 1986-1994; member of the Wisconsin state assembly, 1993-1999; elected as a Democrat to the One Hundred Sixth and to the six succeeding Congresses (January 3, 1999-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term commencing January 3, 2013; reelected in 2018 for the term ending January 3, 2025; Democratic Conference secretary (2017-)."
S001148,Michael,Simpson,1950-09-08,Republican,ID,"A Representative from Idaho; born in Burley, Cassia County, Idaho, September 8, 1950; graduated from Blackfoot High School, Blackfoot, Idaho, 1968; B.S., Utah State University, Logan, Utah, 1972; D.M.D., Washington University School of Dental Medicine, St. Louis, Mo., 1978; dentist; member of the Idaho state house of representatives, 1984-1998, speaker, 1993-1998; elected as a Republican to the One Hundred Sixth and to the eleven succeeding Congresses (January 3, 1999-present)."
H001082,Kevin,Hern,1961-12-04,Republican,OK,"a Representative from Oklahoma; born on December 4, 1961; B.S. Arkansas Tech University, Russellville, Ark., 1986; M.B.A., University of Arkansas, Little Rock, Ark., 1999; aerospace engineer; computer programmer; real estate broker; farmer; entrepreneur; appointed to the One Hundred Fifteenth Congress by the Governor of Oklahoma under the provisions of Oklahoma Statute, Section 26-12-101 (B) to fill the vacancy caused by the resignation of United States Representative Jim Bridenstine, and elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (November 13, 2018-present)."
C001080,Judy,Chu,1953-07-07,Democrat,CA,"a Representative from California; born in Los Angeles, Los Angeles County, Calif., July 7, 1953; B.A., University of California, Los Angeles, Calif., 1974; Ph.D., California School of Professional Psychology, Los Angeles, Calif., 1979; professor, Los Angeles City College, Los Angeles, Calif., 1981-1988; professor, East Los Angeles College, Monterey Park, Calif., 1988-2001; member of the Garvey, Calif., school district, 1985-1988; member of the Monterey Park, Calif., city council, 1988-2001; Mayor of Monterey Park, Calif.; member of the California state assembly, 2001-2006; member of the Calif. state board of equalization, 2006-2009; vice chair, 2009; elected as a Democrat to the One Hundred Eleventh Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Hilda Solis, and reelected to the six succeeding Congresses (July 14, 2009-present)."
B001302,Andrew,Biggs,1958-11-07,Republican,AZ,"a Representative from Arizona; born in Tucson, Pima County, Ariz., November 7, 1958; B.A., Brigham Young University, Provo, Utah, 1982; J.D., University of Arizona, Tucson, Ariz., 1984; M.A., Arizona State University, Tempe, Ariz, 1999; lawyer, private practice; member of the Arizona state house of representatives, 2003-2011; member of the Arizona state senate, 2011-2016, majority leader, 2011-2012, president, 2013-2016; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
S001216,Kim,Schrier,1968-08-23,Democrat,WA,"A Representative from Washington; born in Los Angeles, Los Angeles County, Calif., August 23, 1968; graduated from Palisades High School, Pacific Palisades, Calif.; B.A., University of California, Berkeley, Calif., 1991; M.D., University of California, Davis, Calif., 1997; pediatric residency, Lucile Packard Children's Hospital at Stanford University, Palo Alto, Calif., 2000; pediatrician; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
D000622,Tammy,Duckworth,1968,Democrat,IL,"A Senator and a Representative from Illinois; born in Bangkok, Thailand, March 12, 1968; graduated from President William McKinley High School, Honolulu, Hawaii, 1985; B.A., University of Hawaii, Manoa, Hawaii, 1989; M.A., The George Washington University, Washington, D.C., 1992; attended Northern Illinois University, DeKalb, Ill.; helicopter pilot, U.S. Army Reserve, 1992-1996; Illinois Army National Guard, 1996-2014, attaining the rank of lieutenant colonel; served in Operation Iraqi Freedom, and was awarded the Purple Heart; unsuccessful candidate for election to the United States House of Representatives in 2006; director, Ill. department of veterans' affairs, 2006-2009; assistant secretary, United States Department of Veterans' Affairs, 2009-2011; delegate to the Democratic National Convention, 2012; elected as a Democrat to the One Hundred Thirteenth Congress and to the succeeding Congress (January 3, 2013-January 3, 2017); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023."
V000129,David,Valadao,1977-04-14,Republican,CA,"a Representative from California; born in Hanford, Kings County, Calif., April 14, 1977; graduated from Hanford High School, Hanford, Calif., 1995; attended College of the Sequoias, Visalia, Calif., 1996-1998; farmer; business owner; member of the California state assembly, 2010-2012; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-January 3, 2019); was an unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021-present)."
S001187,Steve,Stivers,1965-03-24,Republican,OH,"A Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, March 24, 1965; graduated from Ripley-Union-Lewis High School, Ripley, Ohio, 1983; B.A., Ohio State University, Columbus, Ohio, 1989; M.B.A., Ohio State University, Columbus, Ohio, 1996; M.A., Army War College, Carlisle, Pa., 2012; Ohio Army National Guard, 1988-present; brigadier general; staff, Ohio state senate; professional advocate; businessman; member of the Ohio state senate, 2003-2008; unsuccessful candidate for election to the One Hundred Eleventh Congress in 2008; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses until his resignation on May 16, 2021 (January 3, 2011-May 16, 2021); president and chief executive officer, Ohio Chamber of Commerce, 2021-present."
S001168,John,Sarbanes,1962-05-22,Democrat,MD,"(son of Paul Sarbanes), a Representative from Maryland; born in Baltimore, Md., May 22, 1962; graduated from Gilman School, Baltimore, Md., 1980; A.B., Princeton University, Princeton, N.J., 1984; J.D., Harvard University, Cambridge, Mass., 1988; lawyer, private practice; elected as a Democrat to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-present)."
L000592,Andy,Levin,1960-08-10,Democrat,MI,"(son of Sander Martin Levin, nephew of Carl Levin), a Representative from Michigan; born in Detroit, Wayne County, Mich., August 10, 1960; attended Berkley High School, Berkley, Mich., and graduated from Bethesda-Chevy Chase High School, Bethesda, Md., 1978; B.A., Williams College, Williamstown, Mass., 1983; M.A., University of Michigan, Ann Arbor, Mich., 1990; J.D., Harvard University, Cambridge, Mass., 1994; staff attorney, U.S. Commission on the Future of Worker-Management, 1994; trade union organizer; trade union director; chief workforce officer, state of Michigan, 2007-2010; acting director, Michigan department of energy, labor, and economic growth, 2007-2011; business executive; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
G000590,Mark,Green,1964-11-08,Republican,TN,"A Representative from Tennessee; born in Jacksonville, Duval County, Fla., November 8, 1964; graduated from Monticello High School, Monticello, Miss., 1982; B.S., United States Military Academy, West Point, N.Y., 1986; M.D., Wright State University, Dayton, Ohio, 1999; United States Army, 1987-2006; medical doctor; business executive; member of the Tennessee state senate, 2013-2019; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
K000188,Ron,Kind,1963-03-16,Democrat,WI,"A Representative from Wisconsin; born in La Crosse, La Crosse County, Wis., March 16, 1963; B.A., Harvard University, Cambridge, Mass., 1985; M.A., London School of Economics, London, England, 1986; J.D., University of Minnesota School of Law, Minneapolis, Minn., 1990; lawyer, private practice; state prosecutor, La Crosse County, Wis., district attorney&rsquo;s office, 1992-1996; elected as a Democrat to the One Hundred Fifth and to the twelve succeeding Congresses (January 3, 1997-present)."
S001191,Kyrsten,Sinema,1976,Democrat,AZ,"A Senator and a Representative from Arizona; born in Tucson, Pima County, Ariz., July 12, 1976; B.A., Brigham Young University, Provo, Utah; M.S., Arizona State University, Tempe, Ariz., 1999; J.D., Arizona State University, Tempe, Ariz., 2004; Ph.D., Arizona State University, Tempe, Ariz., 2012; social worker; lawyer, private practice; adjunct professor; unsuccessful candidate for election to the Arizona state house of representatives in 2002; member of the Arizona state house of representatives, 2004-2010; member of the Arizona state senate, 2010-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2018 for the term ending January 3, 2025."
E000298,Ron,Estes,1956-07-19,Republican,KS,"A Representative from Kansas; born in Topeka, Shawnee County, Kans., July 19, 1956; graduated from Union City High School, Union City, Tenn.; B.A., Tennessee Technological University, Cookeville, Tenn., 1973; M.B.A., Tennessee Technological University, Cookeville, Tenn., 1983; businessman; farmer; Sedgwick County, Kans., treasurer, 2005-2011; Kansas state treasurer, 2011-2017; elected as a Republican to the One Hundred Fifteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Mike Pompeo, and reelected to the two succeeding Congresses (April 11, 2017-present)."
D000399,Lloyd,Doggett,1946-10-06,Democrat,TX,"A Representative from Texas; born in Austin, Travis County, Tex., October 6, 1946; graduated from Austin High School, Austin, Tex., 1964; B.A., University of Texas, Austin, Tex., 1967; J.D., University of Texas School of Law, 1970; member of the Texas state senate, 1973-1985; justice of the Texas supreme court, 1989-1994; adjunct professor, University of Texas School of Law, Austin, Tex., 1989-1994; unsuccessful candidate for election to the United States Senate in 1984; elected as a Democrat to the One Hundred Fourth and to the thirteen succeeding Congresses (January 3, 1995-present)."
F000468,Elizabeth,Fletcher,1975-02-13,Democrat,TX,"A Representative from Texas; born in Houston, Harris County, Tex., February 13, 1975; graduated from St. John&rsquo;s School, Houston, Tex., 1993; B.A., Kenyon College, Gambier, Ohio; 1997; J.D., College of William &amp; Mary, Williamsburg, Va., 2006; lawyer; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
